,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
780,POR,POR @ CHI,01/30/2021,W,240,123,45,88,51.1,17,42,40.5,16,19,84.2,9,26,35,20,11,1,8,17,1
781,MEM,MEM @ SAS,01/30/2021,W,240,129,51,91,56.0,17,35,48.6,10,15,66.7,10,35,45,34,7,7,15,23,17
782,SAS,SAS vs. MEM,01/30/2021,L,240,112,39,83,47.0,13,29,44.8,21,26,80.8,8,30,38,25,7,5,14,16,-17
783,DET,DET @ GSW,01/30/2021,L,240,91,29,77,37.7,9,36,25.0,24,32,75.0,7,31,38,17,7,4,16,14,-27
784,GSW,GSW vs. DET,01/30/2021,W,240,118,47,89,52.8,17,36,47.2,7,10,70.0,8,39,47,34,6,5,14,23,27
785,NOP,NOP vs. MIL,01/29/2021,W,240,131,45,96,46.9,21,48,43.8,20,28,71.4,12,33,45,32,7,3,9,16,5
786,MIL,MIL @ NOP,01/29/2021,L,240,126,48,96,50.0,13,35,37.1,17,22,77.3,12,37,49,29,5,5,12,19,-5
787,BKN,BKN @ OKC,01/29/2021,W,240,147,57,100,57.0,19,45,42.2,14,16,87.5,10,40,50,33,7,4,11,25,22
788,OKC,OKC vs. BKN,01/29/2021,L,240,125,40,86,46.5,16,38,42.1,29,34,85.3,6,30,36,23,4,4,12,12,-22
789,WAS,WAS vs. ATL,01/29/2021,L,240,100,31,85,36.5,7,28,25.0,31,38,81.6,13,34,47,13,6,4,13,27,-16
790,ATL,ATL @ WAS,01/29/2021,W,240,116,39,87,44.8,12,37,32.4,26,34,76.5,12,35,47,16,5,4,13,30,16
791,TOR,TOR vs. SAC,01/29/2021,L,240,124,42,86,48.8,13,32,40.6,27,33,81.8,12,23,35,20,14,2,15,27,-2
792,SAC,SAC @ TOR,01/29/2021,W,240,126,43,78,55.1,16,36,44.4,24,31,77.4,11,27,38,31,7,5,22,25,2
793,CHA,CHA vs. IND,01/29/2021,W,240,108,43,85,50.6,16,37,43.2,6,9,66.7,9,33,42,35,7,5,17,13,3
794,IND,IND @ CHA,01/29/2021,L,240,105,42,87,48.3,11,35,31.4,10,13,76.9,9,30,39,30,7,4,16,13,-3
795,MIN,MIN vs. PHI,01/29/2021,L,240,94,35,82,42.7,10,33,30.3,14,18,77.8,4,34,38,20,3,4,18,29,-24
796,PHI,PHI @ MIN,01/29/2021,W,240,118,39,87,44.8,8,16,50.0,32,38,84.2,12,39,51,20,11,6,10,17,24
797,DAL,DAL @ UTA,01/29/2021,L,240,101,37,86,43.0,9,33,27.3,18,27,66.7,8,32,40,20,6,4,11,27,-19
798,UTA,UTA vs. DAL,01/29/2021,W,240,120,38,87,43.7,20,48,41.7,24,26,92.3,17,39,56,21,8,5,15,25,19
799,ORL,ORL vs. LAC,01/29/2021,L,240,90,32,89,36.0,10,33,30.3,16,18,88.9,12,37,49,20,6,2,17,12,-26
800,LAC,LAC @ ORL,01/29/2021,W,240,116,46,94,48.9,13,37,35.1,11,11,100,9,40,49,25,8,5,11,15,26
801,CLE,CLE @ NYK,01/29/2021,L,240,81,29,84,34.5,8,26,30.8,15,18,83.3,14,29,43,15,8,5,14,20,-21
802,NYK,NYK vs. CLE,01/29/2021,W,240,102,39,80,48.8,10,27,37.0,14,16,87.5,8,33,41,20,8,6,14,24,21
803,SAS,SAS vs. DEN,01/29/2021,W,240,119,44,81,54.3,10,23,43.5,21,26,80.8,9,32,41,29,8,1,13,18,10
804,DEN,DEN @ SAS,01/29/2021,L,240,109,41,78,52.6,14,31,45.2,13,20,65.0,7,30,37,25,8,5,16,15,-10
805,DET,DET vs. LAL,01/28/2021,W,240,107,40,87,46.0,14,36,38.9,13,13,100,5,33,38,27,4,2,9,18,15
806,LAL,LAL @ DET,01/28/2021,L,240,92,36,88,40.9,12,28,42.9,8,12,66.7,12,32,44,25,2,3,11,16,-15
807,LAC,LAC @ MIA,01/28/2021,W,240,109,36,87,41.4,17,42,40.5,20,22,90.9,13,42,55,22,11,4,12,20,4
808,MIA,MIA vs. LAC,01/28/2021,L,240,105,40,90,44.4,13,33,39.4,12,15,80.0,8,37,45,24,5,1,14,18,-4
809,HOU,HOU vs. POR,01/28/2021,W,240,104,38,90,42.2,13,47,27.7,15,18,83.3,10,37,47,19,8,7,14,12,3
810,POR,POR @ HOU,01/28/2021,L,240,101,39,93,41.9,17,41,41.5,6,8,75.0,10,39,49,16,6,7,15,16,-3
811,PHX,PHX vs. GSW,01/28/2021,W,240,114,41,88,46.6,11,32,34.4,21,23,91.3,9,48,57,34,7,1,14,14,21
812,GSW,GSW @ PHX,01/28/2021,L,240,93,38,99,38.4,11,38,28.9,6,8,75.0,12,36,48,21,8,1,13,19,-21
813,NOP,NOP vs. WAS,01/27/2021,W,240,124,46,89,51.7,17,43,39.5,15,24,62.5,12,38,50,27,7,4,15,17,18
814,WAS,WAS @ NOP,01/27/2021,L,240,106,37,92,40.2,13,38,34.2,19,21,90.5,11,28,39,29,11,2,11,20,-18
815,MIL,MIL @ TOR,01/27/2021,W,240,115,40,93,43.0,16,44,36.4,19,26,73.1,14,45,59,30,9,3,15,14,7
816,TOR,TOR vs. MIL,01/27/2021,L,240,108,38,94,40.4,22,55,40.0,10,12,83.3,10,36,46,26,8,8,12,20,-7
817,IND,IND @ CHA,01/27/2021,W,240,116,45,88,51.1,16,40,40.0,10,12,83.3,11,36,47,34,1,9,12,19,10
818,CHA,CHA vs. IND,01/27/2021,L,240,106,37,90,41.1,13,38,34.2,19,21,90.5,11,28,39,28,3,3,11,14,-10
819,BKN,BKN @ ATL,01/27/2021,W,265,132,52,98,53.1,11,32,34.4,17,20,85.0,11,25,36,29,7,10,11,25,4
820,ATL,ATL vs. BKN,01/27/2021,L,265,128,45,94,47.9,13,33,39.4,25,28,89.3,12,25,37,29,3,7,11,18,-4
821,DAL,DAL @ UTA,01/27/2021,L,240,104,42,91,46.2,12,35,34.3,8,9,88.9,4,32,36,22,4,7,8,12,-12
822,UTA,UTA vs. DAL,01/27/2021,W,240,116,42,91,46.2,16,41,39.0,16,21,76.2,11,39,50,20,7,7,10,18,12
823,MIA,MIA vs. DEN,01/27/2021,L,240,82,30,80,37.5,13,45,28.9,9,11,81.8,6,32,38,24,6,3,17,13,-27
824,DEN,DEN @ MIA,01/27/2021,W,240,109,42,92,45.7,14,43,32.6,11,11,100,12,37,49,29,14,4,14,12,27
825,CLE,CLE vs. DET,01/27/2021,W,240,122,47,87,54.0,11,21,52.4,17,23,73.9,8,29,37,24,14,7,17,22,15
826,DET,DET @ CLE,01/27/2021,L,240,107,37,82,45.1,11,27,40.7,22,29,75.9,13,27,40,29,7,5,22,21,-15
827,ORL,ORL vs. SAC,01/27/2021,L,240,107,40,96,41.7,10,26,38.5,17,18,94.4,17,30,47,25,8,8,14,23,-14
828,SAC,SAC @ ORL,01/27/2021,W,240,121,45,92,48.9,14,33,42.4,17,26,65.4,17,33,50,30,8,3,15,18,14
829,PHX,PHX vs. OKC,01/27/2021,L,240,97,36,95,37.9,15,43,34.9,10,12,83.3,9,40,49,19,7,3,15,16,-5
830,OKC,OKC @ PHX,01/27/2021,W,240,102,38,85,44.7,16,40,40.0,10,14,71.4,5,43,48,21,7,8,14,19,5
831,BOS,BOS @ SAS,01/27/2021,L,240,106,42,98,42.9,10,30,33.3,12,14,85.7,13,26,39,15,10,4,12,14,-4
832,SAS,SAS vs. BOS,01/27/2021,W,240,110,46,82,56.1,8,28,28.6,10,16,62.5,9,37,46,22,5,4,20,16,4
833,GSW,GSW vs. MIN,01/27/2021,W,240,123,45,85,52.9,15,34,44.1,18,23,78.3,11,35,46,32,11,5,21,28,12
834,MIN,MIN @ GSW,01/27/2021,L,240,111,37,87,42.5,14,36,38.9,23,33,69.7,11,28,39,23,12,7,17,22,-12
835,LAL,LAL @ PHI,01/27/2021,L,240,106,41,86,47.7,8,24,33.3,16,25,64.0,6,31,37,20,5,2,12,20,-1
836,PHI,PHI vs. LAL,01/27/2021,W,240,107,41,85,48.2,9,25,36.0,16,26,61.5,7,31,38,24,10,7,14,24,1
837,ATL,ATL vs. LAC,01/26/2021,W,240,108,37,80,46.3,10,26,38.5,24,25,96.0,9,37,46,20,7,9,14,17,9
838,LAC,LAC @ ATL,01/26/2021,L,240,99,36,89,40.4,8,26,30.8,19,22,86.4,13,33,46,23,11,4,12,19,-9
839,UTA,UTA vs. NYK,01/26/2021,W,240,108,37,92,40.2,15,48,31.3,19,22,86.4,17,36,53,24,6,5,6,14,14
840,NYK,NYK @ UTA,01/26/2021,L,240,94,36,83,43.4,10,27,37.0,12,17,70.6,9,35,44,15,6,4,12,21,-14
841,HOU,HOU vs. WAS,01/26/2021,W,240,107,37,88,42.0,12,37,32.4,21,29,72.4,8,36,44,16,13,4,14,17,19
842,WAS,WAS @ HOU,01/26/2021,L,240,88,33,85,38.8,5,26,19.2,17,23,73.9,12,38,50,19,7,3,21,22,-19
843,TOR,TOR @ IND,01/25/2021,L,240,114,38,93,40.9,14,38,36.8,24,27,88.9,13,26,39,24,9,6,12,25,-15
844,IND,IND vs. TOR,01/25/2021,W,240,129,40,78,51.3,12,29,41.4,37,45,82.2,7,38,45,26,5,8,15,25,15
845,PHI,PHI @ DET,01/25/2021,L,240,104,40,94,42.6,9,28,32.1,15,20,75.0,13,23,36,15,12,3,9,26,-15
846,DET,DET vs. PHI,01/25/2021,W,240,119,35,70,50.0,17,38,44.7,32,38,84.2,11,36,47,22,6,6,19,20,15
847,LAL,LAL @ CLE,01/25/2021,W,240,115,42,87,48.3,10,32,31.3,21,28,75.0,15,25,40,21,7,7,14,23,7
848,CLE,CLE vs. LAL,01/25/2021,L,240,108,40,86,46.5,9,21,42.9,19,22,86.4,15,29,44,19,8,3,17,25,-7
849,CHA,CHA @ ORL,01/25/2021,L,240,108,39,89,43.8,11,38,28.9,19,27,70.4,11,30,41,22,5,6,14,20,-9
850,ORL,ORL vs. CHA,01/25/2021,W,240,117,42,88,47.7,19,37,51.4,14,22,63.6,10,39,49,31,10,3,16,21,9
851,BKN,BKN vs. MIA,01/25/2021,W,240,98,34,85,40.0,11,38,28.9,19,22,86.4,6,43,49,24,6,5,9,18,13
852,MIA,MIA @ BKN,01/25/2021,L,240,85,31,84,36.9,11,43,25.6,12,17,70.6,8,37,45,20,3,7,14,21,-13
853,OKC,OKC @ POR,01/25/2021,W,240,125,43,84,51.2,18,40,45.0,21,35,60.0,9,34,43,25,5,6,8,19,3
854,POR,POR vs. OKC,01/25/2021,L,240,122,46,98,46.9,14,41,34.1,16,21,76.2,15,35,50,17,6,3,9,23,-3
855,GSW,GSW vs. MIN,01/25/2021,W,240,130,44,89,49.4,14,30,46.7,28,37,75.7,15,31,46,21,13,10,15,19,22
856,MIN,MIN @ GSW,01/25/2021,L,240,108,39,94,41.5,8,24,33.3,22,25,88.0,16,31,47,26,8,5,18,28,-22
857,DAL,DAL vs. DEN,01/25/2021,L,240,113,41,84,48.8,11,32,34.4,20,24,83.3,8,26,34,26,11,4,11,22,-4
858,DEN,DEN @ DAL,01/25/2021,W,240,117,40,79,50.6,15,35,42.9,22,28,78.6,14,35,49,25,9,4,18,20,4
859,CHI,CHI vs. BOS,01/25/2021,L,240,103,41,88,46.6,17,39,43.6,4,10,40.0,9,32,41,28,4,7,19,16,-16
860,BOS,BOS @ CHI,01/25/2021,W,240,119,44,87,50.6,15,29,51.7,16,20,80.0,6,38,44,28,9,6,13,18,16
861,TOR,TOR @ IND,01/24/2021,W,240,107,37,90,41.1,15,35,42.9,18,26,69.2,12,33,45,24,12,8,17,18,5
862,IND,IND vs. TOR,01/24/2021,L,240,102,35,87,40.2,13,39,33.3,19,22,86.4,12,35,47,23,10,8,19,23,-5
863,MIL,MIL vs. ATL,01/24/2021,W,240,129,50,91,54.9,10,31,32.3,19,27,70.4,16,36,52,32,4,2,17,16,14
864,ATL,ATL @ MIL,01/24/2021,L,240,115,42,83,50.6,14,39,35.9,17,22,77.3,5,22,27,27,8,4,9,23,-14
865,POR,POR vs. NYK,01/24/2021,W,240,116,39,83,47.0,17,46,37.0,21,23,91.3,9,30,39,19,5,8,11,16,3
866,NYK,NYK @ POR,01/24/2021,L,240,113,39,86,45.3,12,29,41.4,23,25,92.0,13,34,47,20,9,0,12,20,-3
867,CHA,CHA @ ORL,01/24/2021,W,240,107,42,88,47.7,14,36,38.9,9,16,56.3,9,34,43,28,10,5,12,17,3
868,ORL,ORL vs. CHA,01/24/2021,L,240,104,39,87,44.8,17,38,44.7,9,13,69.2,11,32,43,27,4,4,16,18,-3
869,OKC,OKC @ LAC,01/24/2021,L,240,100,42,95,44.2,7,35,20.0,9,14,64.3,12,39,51,22,7,2,13,19,-8
870,LAC,LAC vs. OKC,01/24/2021,W,240,108,41,92,44.6,14,46,30.4,12,16,75.0,8,38,46,26,4,2,10,10,8
871,CLE,CLE @ BOS,01/24/2021,L,240,103,34,85,40.0,10,33,30.3,25,34,73.5,11,23,34,24,10,8,17,23,-38
872,BOS,BOS vs. CLE,01/24/2021,W,240,141,52,93,55.9,14,28,50.0,23,27,85.2,13,42,55,26,14,8,16,23,38
873,SAS,SAS vs. WAS,01/24/2021,W,240,121,48,96,50.0,15,31,48.4,10,11,90.9,5,39,44,27,11,5,9,14,20
874,WAS,WAS @ SAS,01/24/2021,L,240,101,39,92,42.4,14,42,33.3,9,14,64.3,12,38,50,23,5,5,14,14,-20
875,NOP,NOP @ MIN,01/23/2021,L,240,110,40,87,46.0,10,33,30.3,20,28,71.4,10,32,42,21,5,4,21,24,-10
876,MIN,MIN vs. NOP,01/23/2021,W,240,120,39,91,42.9,12,34,35.3,30,37,81.1,14,36,50,23,14,4,13,22,10
877,DAL,DAL vs. HOU,01/23/2021,L,240,108,37,83,44.6,5,25,20.0,29,40,72.5,10,26,36,15,7,4,10,23,-25
878,HOU,HOU @ DAL,01/23/2021,W,240,133,47,86,54.7,16,37,43.2,23,29,79.3,13,39,52,28,5,5,14,28,25
879,UTA,UTA vs. GSW,01/23/2021,W,240,127,45,94,47.9,20,50,40.0,17,22,77.3,14,43,57,28,6,4,16,20,19
880,GSW,GSW @ UTA,01/23/2021,L,240,108,42,93,45.2,14,39,35.9,10,15,66.7,4,31,35,30,6,8,11,21,-19
881,PHI,PHI @ DET,01/23/2021,W,240,114,38,83,45.8,8,23,34.8,30,38,78.9,12,37,49,14,10,7,15,24,4
882,DET,DET vs. PHI,01/23/2021,L,240,110,37,86,43.0,14,33,42.4,22,30,73.3,8,35,43,25,9,8,16,28,-4
883,MIA,MIA @ BKN,01/23/2021,L,240,124,42,89,47.2,13,46,28.3,27,32,84.4,2,29,31,29,7,1,8,23,-4
884,BKN,BKN vs. MIA,01/23/2021,W,240,128,44,83,53.0,19,37,51.4,21,26,80.8,9,38,47,34,0,6,17,26,4
885,PHX,PHX vs. DEN,01/23/2021,L,290,112,41,102,40.2,16,53,30.2,14,18,77.8,7,43,50,26,8,4,10,31,-8
886,DEN,DEN @ PHX,01/23/2021,W,290,120,40,97,41.2,15,36,41.7,25,32,78.1,12,53,65,22,4,3,18,20,8
887,LAL,LAL @ CHI,01/23/2021,W,240,101,36,79,45.6,4,19,21.1,25,31,80.6,5,37,42,20,7,4,19,18,11
888,CHI,CHI vs. LAL,01/23/2021,L,240,90,33,84,39.3,8,25,32.0,16,22,72.7,10,35,45,18,8,1,19,28,-11
889,MIA,MIA @ TOR,01/22/2021,L,240,81,33,77,42.9,7,31,22.6,8,10,80.0,4,28,32,19,13,4,19,14,-20
890,TOR,TOR vs. MIA,01/22/2021,W,240,101,39,84,46.4,17,40,42.5,6,9,66.7,12,33,45,22,11,3,22,16,20
891,CHA,CHA vs. CHI,01/22/2021,L,240,110,42,85,49.4,7,32,21.9,19,25,76.0,12,34,46,22,8,1,21,12,-13
892,CHI,CHI @ CHA,01/22/2021,W,240,123,49,96,51.0,15,43,34.9,10,12,83.3,15,28,43,33,11,4,16,21,13
893,ATL,ATL @ MIN,01/22/2021,W,240,116,38,83,45.8,15,35,42.9,25,30,83.3,13,42,55,21,9,12,17,16,18
894,MIN,MIN vs. ATL,01/22/2021,L,240,98,40,93,43.0,8,32,25.0,10,12,83.3,10,30,40,30,14,8,13,21,-18
895,NYK,NYK @ SAC,01/22/2021,L,240,94,36,94,38.3,5,22,22.7,17,25,68.0,16,41,57,19,2,6,12,21,-9
896,SAC,SAC vs. NYK,01/22/2021,W,240,103,38,91,41.8,12,34,35.3,15,21,71.4,12,43,55,21,6,14,6,25,9
897,IND,IND vs. ORL,01/22/2021,W,265,120,46,93,49.5,12,34,35.3,16,18,88.9,8,36,44,28,9,5,10,19,2
898,ORL,ORL @ IND,01/22/2021,L,265,118,43,94,45.7,17,37,45.9,15,24,62.5,13,36,49,29,7,3,14,14,-2
899,HOU,HOU @ DET,01/22/2021,W,240,103,37,95,38.9,14,41,34.1,15,20,75.0,14,37,51,24,7,11,14,28,1
900,DET,DET vs. HOU,01/22/2021,L,240,102,31,82,37.8,15,32,46.9,25,37,67.6,14,41,55,17,5,8,19,21,-1
901,CLE,CLE vs. BKN,01/22/2021,W,240,125,45,87,51.7,8,25,32.0,27,32,84.4,13,37,50,24,7,3,15,18,12
902,BKN,BKN @ CLE,01/22/2021,L,240,113,42,87,48.3,14,43,32.6,15,17,88.2,6,23,29,23,5,8,11,25,-12
903,LAC,LAC vs. OKC,01/22/2021,W,240,120,43,84,51.2,10,33,30.3,24,25,96.0,9,39,48,21,8,7,13,19,14
904,OKC,OKC @ LAC,01/22/2021,L,240,106,41,87,47.1,14,42,33.3,10,13,76.9,4,25,29,24,8,1,11,21,-14
905,PHX,PHX vs. DEN,01/22/2021,L,265,126,47,94,50.0,17,44,38.6,15,15,100,9,36,45,30,7,4,16,23,-4
906,DEN,DEN @ PHX,01/22/2021,W,265,130,53,103,51.5,6,26,23.1,18,19,94.7,10,33,43,32,12,1,9,15,4
907,SAS,SAS vs. DAL,01/22/2021,L,240,117,41,89,46.1,12,28,42.9,23,30,76.7,9,40,49,21,3,5,7,18,-5
908,DAL,DAL @ SAS,01/22/2021,W,240,122,45,93,48.4,14,39,35.9,18,20,90.0,7,35,42,23,3,2,6,21,5
909,BOS,BOS @ PHI,01/22/2021,L,240,110,41,90,45.6,12,30,40.0,16,20,80.0,10,22,32,23,10,5,13,21,-12
910,PHI,PHI vs. BOS,01/22/2021,W,240,122,45,81,55.6,12,28,42.9,20,24,83.3,10,35,45,23,9,7,20,23,12
911,MIL,MIL vs. LAL,01/21/2021,L,240,106,44,87,50.6,9,28,32.1,9,12,75.0,5,41,46,27,5,5,15,18,-7
912,LAL,LAL @ MIL,01/21/2021,W,240,113,41,88,46.6,19,37,51.4,12,15,80.0,6,32,38,25,8,8,10,14,7
913,UTA,UTA vs. NOP,01/21/2021,W,240,129,44,88,50.0,17,39,43.6,24,25,96.0,8,31,39,27,8,8,15,27,11
914,NOP,NOP @ UTA,01/21/2021,L,240,118,42,85,49.4,11,25,44.0,23,30,76.7,10,31,41,27,9,2,18,19,-11
915,NYK,NYK @ GSW,01/21/2021,W,240,119,38,82,46.3,11,24,45.8,32,41,78.0,11,44,55,24,5,9,11,29,15
916,GSW,GSW vs. NYK,01/21/2021,L,240,104,33,86,38.4,9,38,23.7,29,39,74.4,9,37,46,27,5,3,10,26,-15
917,TOR,TOR vs. MIA,01/20/2021,L,240,102,35,88,39.8,16,49,32.7,16,18,88.9,12,29,41,27,8,3,13,21,-9
918,MIA,MIA @ TOR,01/20/2021,W,240,111,39,80,48.8,18,40,45.0,15,17,88.2,8,38,46,29,4,5,19,19,9
919,ORL,ORL @ MIN,01/20/2021,W,240,97,36,92,39.1,10,31,32.3,15,21,71.4,13,35,48,26,5,8,12,17,1
920,MIN,MIN vs. ORL,01/20/2021,L,240,96,36,85,42.4,15,35,42.9,9,14,64.3,8,35,43,25,5,12,16,20,-1
921,ATL,ATL vs. DET,01/20/2021,W,265,123,44,100,44.0,9,23,39.1,26,38,68.4,23,40,63,21,6,10,14,15,8
922,DET,DET @ ATL,01/20/2021,L,265,115,44,97,45.4,10,31,32.3,17,19,89.5,7,35,42,22,9,3,13,28,-8
923,IND,IND vs. DAL,01/20/2021,L,240,112,41,92,44.6,16,39,41.0,14,21,66.7,8,30,38,21,6,3,10,20,-12
924,DAL,DAL @ IND,01/20/2021,W,240,124,51,97,52.6,8,27,29.6,14,17,82.4,9,40,49,32,5,6,8,17,12
925,PHX,PHX @ HOU,01/20/2021,W,240,109,42,89,47.2,8,34,23.5,17,19,89.5,8,37,45,25,6,11,17,21,6
926,HOU,HOU vs. PHX,01/20/2021,L,240,103,37,88,42.0,10,31,32.3,19,22,86.4,7,32,39,17,11,5,16,19,-6
927,CLE,CLE vs. BKN,01/20/2021,W,290,147,56,109,51.4,20,40,50.0,15,21,71.4,12,38,50,29,10,6,15,21,12
928,BKN,BKN @ CLE,01/20/2021,L,290,135,48,106,45.3,15,41,36.6,24,27,88.9,13,39,52,30,8,11,16,24,-12
929,SAC,SAC @ LAC,01/20/2021,L,240,96,39,86,45.3,13,28,46.4,5,12,41.7,4,35,39,25,11,4,18,15,-19
930,LAC,LAC vs. SAC,01/20/2021,W,240,115,41,86,47.7,16,35,45.7,17,18,94.4,6,42,48,24,14,6,17,15,19
931,SAS,SAS @ GSW,01/20/2021,L,240,99,35,94,37.2,4,33,12.1,25,31,80.6,12,31,43,17,7,2,10,15,-22
932,GSW,GSW vs. SAS,01/20/2021,W,240,121,46,91,50.5,15,38,39.5,14,20,70.0,10,44,54,31,6,2,15,22,22
933,BOS,BOS @ PHI,01/20/2021,L,240,109,42,89,47.2,12,33,36.4,13,20,65.0,10,35,45,22,3,0,16,29,-8
934,PHI,PHI vs. BOS,01/20/2021,W,240,117,36,78,46.2,9,27,33.3,36,45,80.0,11,30,41,20,12,3,9,20,8
935,OKC,OKC @ DEN,01/19/2021,L,240,101,36,86,41.9,14,43,32.6,15,23,65.2,9,32,41,22,8,4,19,15,-18
936,DEN,DEN vs. OKC,01/19/2021,W,240,119,46,105,43.8,14,42,33.3,13,14,92.9,18,40,58,29,11,3,15,22,18
937,NOP,NOP @ UTA,01/19/2021,L,240,102,43,95,45.3,6,26,23.1,10,15,66.7,10,28,38,17,8,3,8,15,-16
938,UTA,UTA vs. NOP,01/19/2021,W,240,118,43,85,50.6,21,47,44.7,11,17,64.7,11,43,54,28,4,7,16,17,16
939,LAL,LAL vs. GSW,01/18/2021,L,240,113,40,83,48.2,9,29,31.0,24,33,72.7,12,38,50,23,6,5,19,22,-2
940,GSW,GSW @ LAL,01/18/2021,W,240,115,44,87,50.6,12,37,32.4,15,20,75.0,5,27,32,31,8,3,13,27,2
941,ORL,ORL @ NYK,01/18/2021,L,240,84,29,86,33.7,12,38,31.6,14,16,87.5,10,41,51,18,4,9,12,24,-7
942,NYK,NYK vs. ORL,01/18/2021,W,240,91,31,87,35.6,5,27,18.5,24,34,70.6,13,40,53,15,6,4,8,16,7
943,HOU,HOU @ CHI,01/18/2021,L,240,120,46,88,52.3,17,40,42.5,11,17,64.7,2,34,36,25,8,1,17,20,-5
944,CHI,CHI vs. HOU,01/18/2021,W,240,125,43,92,46.7,20,45,44.4,19,21,90.5,10,37,47,23,10,3,19,19,5
945,DAL,DAL @ TOR,01/18/2021,L,240,93,31,82,37.8,9,36,25.0,22,27,81.5,8,30,38,21,6,4,17,16,-23
946,TOR,TOR vs. DAL,01/18/2021,W,240,116,44,88,50.0,12,33,36.4,16,18,88.9,9,37,46,23,9,6,15,23,23
947,MIL,MIL @ BKN,01/18/2021,L,240,123,46,105,43.8,11,38,28.9,20,24,83.3,11,30,41,21,9,2,6,15,-2
948,BKN,BKN vs. MIL,01/18/2021,W,240,125,46,84,54.8,15,31,48.4,18,21,85.7,7,42,49,26,2,5,17,19,2
949,PHX,PHX @ MEM,01/18/2021,L,240,104,40,88,45.5,15,36,41.7,9,16,56.3,12,32,44,30,8,4,18,20,-4
950,MEM,MEM vs. PHX,01/18/2021,W,240,108,41,83,49.4,11,26,42.3,15,20,75.0,9,31,40,31,13,3,15,15,4
951,SAS,SAS @ POR,01/18/2021,W,240,125,48,90,53.3,15,33,45.5,14,16,87.5,12,36,48,33,6,6,13,17,21
952,POR,POR vs. SAS,01/18/2021,L,240,104,39,90,43.3,10,35,28.6,16,19,84.2,8,26,34,20,9,6,13,15,-21
953,MIA,MIA vs. DET,01/18/2021,W,240,113,43,75,57.3,12,30,40.0,15,19,78.9,5,31,36,23,8,6,18,27,6
954,DET,DET @ MIA,01/18/2021,L,240,107,38,82,46.3,13,37,35.1,18,24,75.0,10,22,32,24,8,3,18,23,-6
955,ATL,ATL vs. MIN,01/18/2021,W,240,108,37,79,46.8,11,28,39.3,23,25,92.0,7,41,48,32,15,8,26,17,11
956,MIN,MIN @ ATL,01/18/2021,L,240,97,36,91,39.6,14,37,37.8,11,16,68.8,9,30,39,22,16,6,18,21,-11
957,DEN,DEN vs. UTA,01/17/2021,L,240,105,40,100,40.0,14,37,37.8,11,15,73.3,23,29,52,25,6,6,10,23,-4
958,UTA,UTA @ DEN,01/17/2021,W,240,109,39,76,51.3,15,37,40.5,16,28,57.1,7,29,36,24,7,6,13,21,4
959,SAC,SAC vs. NOP,01/17/2021,L,240,123,47,91,51.6,13,39,33.3,16,18,88.9,8,25,33,23,7,7,11,24,-5
960,NOP,NOP @ SAC,01/17/2021,W,240,128,45,85,52.9,11,22,50.0,27,34,79.4,14,34,48,24,5,1,14,15,5
961,CHI,CHI @ DAL,01/17/2021,W,240,117,43,85,50.6,7,25,28.0,24,33,72.7,5,42,47,32,14,6,14,23,16
962,DAL,DAL vs. CHI,01/17/2021,L,240,101,41,93,44.1,8,31,25.8,11,19,57.9,12,35,47,18,6,2,17,23,-16
963,IND,IND @ LAC,01/17/2021,L,240,96,37,89,41.6,11,38,28.9,11,16,68.8,6,27,33,28,13,2,16,19,-33
964,LAC,LAC vs. IND,01/17/2021,W,240,129,48,87,55.2,19,39,48.7,14,20,70.0,9,43,52,27,4,3,18,19,33
965,BOS,BOS vs. NYK,01/17/2021,L,240,75,25,84,29.8,7,46,15.2,18,29,62.1,14,29,43,15,10,2,18,22,-30
966,NYK,NYK @ BOS,01/17/2021,W,240,105,38,80,47.5,12,31,38.7,17,21,81.0,10,43,53,22,11,7,17,28,30
967,PHI,PHI @ MEM,01/16/2021,L,240,104,37,84,44.0,7,25,28.0,23,32,71.9,15,38,53,23,5,11,23,17,-2
968,MEM,MEM vs. PHI,01/16/2021,W,240,106,43,99,43.4,8,29,27.6,12,18,66.7,11,32,43,27,15,3,11,25,2
969,TOR,TOR vs. CHA,01/16/2021,W,240,116,36,86,41.9,21,49,42.9,23,26,88.5,7,36,43,28,5,8,15,22,3
970,CHA,CHA @ TOR,01/16/2021,L,240,113,38,87,43.7,15,36,41.7,22,29,75.9,12,36,48,26,6,5,15,20,-3
971,ATL,ATL @ POR,01/16/2021,L,240,106,38,87,43.7,6,30,20.0,24,28,85.7,7,41,48,24,4,6,13,22,-6
972,POR,POR vs. ATL,01/16/2021,W,240,112,40,103,38.8,15,44,34.1,17,20,85.0,17,38,55,18,6,8,8,20,6
973,DET,DET @ MIA,01/16/2021,W,240,120,46,91,50.5,18,46,39.1,10,15,66.7,10,29,39,34,9,8,13,28,20
974,MIA,MIA vs. DET,01/16/2021,L,240,100,32,67,47.8,12,29,41.4,24,27,88.9,5,26,31,25,1,5,23,21,-20
975,BKN,BKN vs. ORL,01/16/2021,W,240,122,42,78,53.8,16,35,45.7,22,25,88.0,4,37,41,24,9,5,19,14,7
